Date,Capacity_Ah,MaxTemperature_C,TimeToMaxTemp_h,Duration_h
06-Jan-2014 16:25:10,2.09371752222222,24.91259,2.09167777777778,2.09391111111111
06-Jan-2014 21:44:30,2.09052916666667,24.69498,2.0889,2.09074444444444
11-Jan-2014 01:04:12,2.07165987638889,24.25976,2.071925,2.07191388888889
11-Jan-2014 06:40:08,2.06849861111111,24.46182,2.06873333333333,2.06872222222222
14-Jan-2014 21:38:35,2.0514314,24.67943,2.05001111111111,2.05168888888889
15-Jan-2014 03:05:09,2.04363611111111,24.07324,2.04390833333333,2.04389722222222
18-Jan-2014 18:54:57,2.0253552875,24.24422,2.02501111111111,2.02553611111111
19-Jan-2014 00:23:16,2.02008055555556,23.76237,2.01667777777778,2.02027222222222
22-Jan-2014 13:06:54,2.00865948194444,24.78824,2.00834444444444,2.00881388888889
22-Jan-2014 18:27:57,2.00627222222222,24.64835,2.00556666666667,2.00649166666667
26-Jan-2014 05:47:14,1.97189726388889,23.73128,1.96945555555556,1.97213888888889
26-Jan-2014 11:14:39,1.97192087638889,24.13541,1.97214722222222,1.97213611111111
30-Jan-2014 03:47:16,1.91907217222222,23.77791,1.91935555555556,1.91934444444444
30-Jan-2014 09:38:56,1.92174711388889,24.53954,1.92201666666667,1.92200555555556
03-Feb-2014 12:22:09,1.87448472222222,24.1665,1.87467777777778,1.87466666666667
03-Feb-2014 15:38:06,1.72619444444444,24.33748,1.72637777777778,1.72636666666667
07-Feb-2014 11:17:07,1.83707777777778,24.66389,1.83612222222222,1.83725277777778
07-Feb-2014 16:59:53,1.83752222222222,24.89704,1.837775,1.83776388888889
11-Feb-2014 11:32:07,1.79509027777778,24.58617,1.79445555555556,1.79534444444444
11-Feb-2014 17:16:29,1.78694911111111,23.90226,1.78712222222222,1.78711111111111
15-Feb-2014 04:15:15,1.76810833333333,24.10432,1.76833333333333,1.76832222222222
15-Feb-2014 09:57:46,1.76779383472222,24.02661,1.76789722222222,1.76788611111111
19-Feb-2014 02:56:07,1.74464305555556,24.55509,1.74445555555556,1.74483055555556
19-Feb-2014 08:33:57,1.74338333333333,24.61726,1.74360833333333,1.74359722222222
22-Feb-2014 18:24:15,1.72235833333333,24.08878,1.71945555555556,1.722525
23-Feb-2014 00:00:04,1.71912918611111,23.87117,1.71941666666667,1.71940555555556
26-Feb-2014 14:47:44,1.69951666666667,24.57063,1.6997,1.69968888888889
26-Feb-2014 20:20:57,1.69476388888889,24.33748,1.69445555555556,1.69493611111111
07-Mar-2014 00:46:20,1.74484305555556,24.33748,1.74445555555556,1.745025
07-Mar-2014 08:34:56,1.73818611111111,24.41519,1.73835555555556,1.73834444444444
10-Mar-2014 15:05:46,1.71531170833333,24.29085,1.71548333333333,1.71547222222222
10-Mar-2014 22:40:23,1.71053194444444,24.10432,1.71077777777778,1.71076666666667
14-Mar-2014 03:44:45,1.68771617222222,24.04215,1.68612222222222,1.6879
14-Mar-2014 11:13:34,1.68619166666667,24.22867,1.68612222222222,1.68640555555556
18-Mar-2014 00:13:41,1.6647,24.46182,1.66488333333333,1.66487222222222
18-Mar-2014 07:41:55,1.66281111111111,24.2753,1.66300555555556,1.66299444444444
21-Mar-2014 21:00:57,1.63167777777778,24.21313,1.631875,1.63186388888889
22-Mar-2014 04:32:28,1.62646388888889,23.88672,1.62663333333333,1.62662222222222
25-Mar-2014 13:10:07,1.61020694444444,24.46182,1.61040277777778,1.61039166666667
25-Mar-2014 20:48:09,1.60460178611111,24.32193,1.60477222222222,1.60476111111111
29-Mar-2014 02:32:00,1.58320555555556,23.62248,1.58334444444444,1.58338888888889
29-Mar-2014 10:17:19,1.58395833333333,23.9178,1.58418333333333,1.58417222222222
01-Apr-2014 18:37:54,1.56305245833333,23.65356,1.56326111111111,1.56325
02-Apr-2014 02:24:53,1.55909861111111,23.38932,1.55834444444444,1.55924166666667
05-Apr-2014 03:02:22,1.53849861111111,23.37378,1.5387,1.53868888888889
05-Apr-2014 10:53:30,1.54090416666667,23.4515,1.54108611111111,1.541075
08-Apr-2014 18:26:37,1.50703946388889,25.13019,1.50719444444444,1.50718333333333
09-Apr-2014 02:38:23,1.50014583333333,24.86596,1.2389,1.50032222222222
12-Apr-2014 05:11:08,1.47629927361111,23.48259,1.47646388888889,1.47645277777778
12-Apr-2014 13:34:45,1.47280378888889,23.3427,1.47223333333333,1.47297777777778
15-Apr-2014 18:40:39,1.46465277777778,24.53954,1.4639,1.4648
16-Apr-2014 03:06:21,1.4591,24.35302,1.45834444444444,1.45927777777778
19-Apr-2014 01:58:33,1.44218923472222,23.63802,1.44167777777778,1.44235833333333
19-Apr-2014 10:35:14,1.43965368194444,23.93335,1.4389,1.43985833333333
22-Apr-2014 16:06:25,1.42152389861111,24.64835,1.41945555555556,1.42164722222222
23-Apr-2014 00:43:15,1.40408888888889,23.76237,1.40428333333333,1.40427222222222
26-Apr-2014 02:21:40,1.40392149722222,25.89182,1.40278888888889,1.40410555555556
26-Apr-2014 11:01:39,1.39854027777778,26.23378,1.39723333333333,1.39868333333333
29-Apr-2014 12:40:33,1.39644338194444,27.86585,1.39658055555556,1.39656944444444
29-Apr-2014 21:02:50,1.35762777777778,25.09911,1.35556666666667,1.35778611111111
02-May-2014 21:00:03,1.36029027777778,28.13008,1.36043611111111,1.360425
03-May-2014 05:48:44,1.34795277777778,27.67933,1.34723333333333,1.34813611111111
12-May-2014 02:51:23,1.38337222222222,27.21302,1.38334444444444,1.38350555555556
12-May-2014 11:49:44,1.37155555555556,28.78291,1.37175555555556,1.37174444444444
15-May-2014 15:31:35,1.27597638888889,28.26998,1.27608333333333,1.27607222222222
16-May-2014 00:13:38,1.29677083333333,30.42631,1.29691666666667,1.29690555555556
19-May-2014 01:37:33,1.25969861111111,30.61101,1.25983333333333,1.25982222222222
19-May-2014 10:16:32,1.26575039444444,31.45754,1.26588888888889,1.26587777777778
22-May-2014 11:45:37,1.17836840555556,27.60161,1.17848888888889,1.17847777777778
22-May-2014 20:28:47,1.1737783375,27.46172,1.17389166666667,1.17388055555556
25-May-2014 12:15:43,1.14953333333333,28.53421,1.14966388888889,1.14965277777778
25-May-2014 21:15:03,1.14645694444444,28.68965,1.14660277777778,1.14659166666667
28-May-2014 21:25:31,1.11290513611111,27.53943,1.11306111111111,1.11305
29-May-2014 06:06:12,1.10835271805556,27.80367,1.10556666666667,1.10845277777778
01-Jun-2014 01:28:41,1.09020350416667,28.11454,1.09035277777778,1.09034166666667
01-Jun-2014 10:22:10,1.08695833333333,28.51867,1.08612222222222,1.08705833333333
