Date,Capacity_Ah,MaxTemperature_C,TimeToMaxTemp_h,Duration_h
06-Jan-2014 14:03:52,2.09504027777778,26.36092,2.09445555555556,2.09525277777778
06-Jan-2014 19:04:32,2.09244892222222,26.39203,2.09167777777778,2.09274444444444
11-Jan-2014 13:20:39,2.051825,26.31426,2.05001111111111,2.05196388888889
11-Jan-2014 18:41:56,2.04541527777778,25.48992,2.04445555555556,2.045525
16-Jan-2014 04:38:01,1.97845,25.72323,1.97778888888889,1.97864166666667
16-Jan-2014 10:13:47,1.98039027083333,26.4698,1.98056666666667,1.98056944444444
20-Jan-2014 21:31:14,1.91277916666667,25.97208,1.91112222222222,1.91295277777778
21-Jan-2014 03:08:12,1.90496270277778,25.42771,1.90516111111111,1.90515
25-Jan-2014 07:31:24,1.86675277777778,26.0343,1.86691388888889,1.86690277777778
25-Jan-2014 13:08:21,1.86628461666667,26.96751,1.86646666666667,1.86645555555556
29-Jan-2014 17:13:52,1.75795416666667,33.49659,1.75817222222222,1.75816111111111
29-Jan-2014 23:02:07,1.74794628333333,32.81892,1.74723333333333,1.74812222222222
02-Feb-2014 23:17:57,1.70793621666667,32.35688,1.70813333333333,1.70812222222222
03-Feb-2014 04:59:10,1.71093194444444,33.45039,1.71111388888889,1.71110277777778
07-Feb-2014 02:05:54,1.65644359027778,34.54389,1.65556666666667,1.656625
07-Feb-2014 07:40:49,1.64931805555556,33.88163,1.64946388888889,1.64945277777778
11-Feb-2014 02:50:38,1.59859444444444,33.09615,1.59878888888889,1.59877777777778
11-Feb-2014 08:36:36,1.60381944444444,33.06535,1.60399444444444,1.60398333333333
15-Feb-2014 01:40:01,1.53024583333333,33.38878,1.53045,1.53043888888889
15-Feb-2014 07:23:35,1.5268875,33.17316,1.51112222222222,1.52703888888889
18-Feb-2014 16:17:35,1.47525972222222,34.06644,1.47501111111111,1.47501944444444
18-Feb-2014 21:52:41,1.48748472222222,33.09615,1.48766388888889,1.48765277777778
