0.04,1.002
10.04,1
20.04,0.999
30.04,1
40.04,1
50.04,1
60.04,0.999
70.04,1
80.04,1
90.04,1
100.04,1
110.04,1
120.04,1
130.04,0.999
140.04,1
150.04,1
160.04,1
170.04,1
180.04,1
190.04,1
200.04,0.999
210.04,1
220.04,1
230.04,1
240.04,1
250.04,1
260.04,1
270.04,1.001
280.04,1
290.04,1
300.04,1
310.04,1
320.04,1
330.04,0.999
340.04,1
350.04,1
360.04,1
370.04,0.999
380.04,0.999
390.04,0.999
400.04,1
410.04,1
420.04,1
430.04,1
440.04,1
450.04,1
460.04,1
470.04,0.999
480.04,1
490.04,1
500.04,1
510.04,1
520.04,0.999
530.04,0.999
540.04,1
550.04,1
560.04,1
570.04,1
580.04,1
590.04,1
600.04,1
610.04,1
620.04,1.001
630.04,1
640.04,1
650.04,1
660.04,1.001
670.04,1
680.04,1
690.04,1
700.04,1
710.04,1
720.04,1
730.04,0.999
740.04,1
750.04,1
760.04,0.999
770.04,1
780.04,1
790.04,1
800.04,1
810.04,1
820.04,1
830.04,1
840.04,1
850.04,0.999
860.04,1
870.04,1
880.04,1
890.04,1
900.04,1
910.04,1
920.04,1
930.04,1
940.04,1
950.04,1
960.04,1
970.04,1
980.04,1
990.04,1
1000,1
1010,1.001
1020,0.999
1030,1
1040,1
1050,0.999
1060,0.999
1070,0.999
1080,1
1090,0.999
1100,1
1110,1
1120,1
1130,1.001
1140,0.999
1150,1
1160,1
1170,1
1180,1
1190,1
1200,0.999
1210,1
1220,1
1230,1
1240,1
1250,1
1260,1
1270,1
1280,1
1290,1
1300,0.999
1310,1
1320,1
1330,0.999
1340,1
1350,1
1360,1
1370,1
1380,1
1390,1
1400,0.999
1410,0.999
1420,0.999
1430,0.999
1440,1
1450,1
1460,1
1470,1
1480,1
1490,0.999
1500,1
1510,0.999
1520,1
1530,1
1540,0.999
1550,1
1560,1
1570,1
1580,1
1590,1
1600,1
1610,1
1620,1
1630,0.999
1640,1
1650,1
1660,1
1670,1
1680,0.999
1690,0.999
1700,1
1710,1
1720,1
1730,1
1740,1
1750,0.999
1760,1
1770,0.999
1780,1
1790,1
1800,0.999
1810,1
1820,1
1830,1
1840,1
1850,1
1860,1
1870,1
1880,1
1890,0.999
1900,1
1910,1
1920,1
1930,1
1940,1
1950,1
1960,1
1970,1
1980,1
1990,1
2000,1
2010,1.001
2020,1
2030,1
2040,0.999
2050,1
2060,1
2070,1
2080,1
2090,0.999
2100,1
2110,1
2120,1
2130,1
2140,1
2150,1
2160,1
2170,1
2180,1
2190,1
2200,1
2210,1.001
2220,1
2230,1
2240,1
2250,1
2260,1
2270,1
2280,1
2290,1
2300,1
2310,1
2320,1
2330,0.999
2340,0.999
2350,1
2360,1
2370,1
2380,1
2390,0.999
2400,1
2410,1
2420,1
2430,1
2440,1
2450,1
2460,1
2470,0.999
2480,1
2490,1
2500,0.999
2510,1
2520,0.999
2530,1
2540,1
2550,1
2560,0.999
2570,1
2580,1
2590,1
2600,1
2610,1
2620,0.999
2630,1
2640,1
2650,0.999
2660,1
2670,1
2680,1
2690,1
2700,0.999
2710,1
2720,1
2730,0.999
2740,1
2750,1
2760,1
2770,1
2780,1
2790,1
2800,1
2810,1
2820,1
2830,1
2840,1
2850,1
2860,1
2870,1
2880,1
2890,1.001
2900,1
2910,0.999
2920,1
2930,1
2940,1
2950,1.001
2960,1
2970,1
2980,1
2990,1
3000,1
3010,1
3020,0.999
3030,1
3040,0.999
3050,1
3060,0.999
3070,1
3080,1
3090,0.999
3100,1
3110,1
3120,1
3130,1
3140,0.999
3150,1
3160,1
3170,1
3180,1
3190,1
3200,1
3210,1
3220,0.999
3230,1
3240,1
3250,1
3260,0.999
3270,1
3280,1
3290,1
3300,1
3310,1.001
3320,0.999
3330,1.001
3340,1
3350,1
3360,1
3370,1
3380,1
3390,1
3400,1.001
3410,1
3420,1
3430,1.001
3440,1
3450,1
3460,1
3470,1.001
3480,1
3490,1
3500,1
3510,0.999
3520,1
3530,1
3540,1
3550,1
3560,1
3570,1.001
3580,1
3590,1
3600,1
3610,1
3620,1
3630,1.001
3640,1
3650,1
3660,1
3670,1
3680,0.999
3690,1
3700,1
3710,1
3720,1
3730,1
3740,1
3750,1
3760,1
3770,0.999
3780,1
3790,1
3800,0.999
3810,1
3820,1.001
3830,1
3840,1
3850,1
3860,1
3870,1
3880,1
3890,1
3900,1.001
3910,1
3920,1
3930,1
3940,0.999
3950,1
3960,1
3970,1
3980,1
3990,1
4000,1
4010,1
4020,1
4030,1
4040,1.001
4050,1
4060,1
4070,1
4080,1
4090,1
4100,0.999
4110,1
4120,0.999
4130,1
4140,1
4150,1
4160,1.001
4170,1
4180,1.001
4190,1
4200,1
4210,0.999
4220,1
4230,1
4240,1
4250,1
4260,0.999
4270,1
4280,0.999
4290,1
4300,1
4310,1
4320,0.999
4330,1
4340,1
4350,1
4360,1
4370,1
4380,1
4390,1
4400,1
4410,0.999
4420,1
4430,0.999
4440,1
4450,1
4460,0.999
4470,1
4480,1
4490,0.999
4500,1
4510,0.999
4520,1
4530,1
4540,1
4550,1
4560,1
4570,1
4580,1
4590,0.999
4600,0.999
4610,1
4620,0.999
4630,1.001
4640,0.999
4650,1
4660,1
4666.1,1.001
