time,voltage
1.11111111111111e-05,4.097
0.0027888888888888,4.072
0.0055666666666666,4.061
0.0083444444444444,4.051
0.0111222222222222,4.043
0.0139,4.036
0.0166777777777778,4.03
0.0194555555555556,4.024
0.0222333333333333,4.019
0.0250111111111111,4.015
0.0277888888888889,4.01
0.0305666666666667,4.007
0.0333444444444444,4.003
0.0361222222222222,4.0
0.0389,3.997
0.0416777777777778,3.994
0.0444555555555556,3.991
0.0472333333333333,3.988
0.0500111111111111,3.986
0.0527888888888889,3.983
0.0555666666666667,3.981
0.0583444444444444,3.979
0.0611222222222222,3.976
0.0639,3.974
0.0666777777777778,3.972
0.0694555555555555,3.97
0.0722333333333333,3.968
0.0750111111111111,3.966
0.0777888888888889,3.964
0.0805666666666667,3.962
0.0833444444444444,3.96
0.0861222222222222,3.958
0.0889,3.957
0.0916777777777778,3.955
0.0944555555555556,3.953
0.0972333333333333,3.951
0.100011111111111,3.949
0.102788888888889,3.948
0.105566666666667,3.946
0.108344444444444,3.944
0.111122222222222,3.943
0.1139,3.941
0.116677777777778,3.939
0.119455555555556,3.938
0.122233333333333,3.936
0.125011111111111,3.935
0.127788888888889,3.933
0.130566666666667,3.932
0.133344444444444,3.93
0.136122222222222,3.928
0.1389,3.927
0.141677777777778,3.925
0.144455555555556,3.924
0.147233333333333,3.922
0.150011111111111,3.921
0.152788888888889,3.919
0.155566666666667,3.918
0.158344444444444,3.916
0.161122222222222,3.915
0.1639,3.913
0.166677777777778,3.912
0.169455555555556,3.911
0.172233333333333,3.909
0.175011111111111,3.908
0.177788888888889,3.906
0.180566666666667,3.905
0.183344444444444,3.903
0.186122222222222,3.902
0.1889,3.901
0.191677777777778,3.899
0.194455555555556,3.898
0.197233333333333,3.896
0.200011111111111,3.895
0.202788888888889,3.894
0.205566666666667,3.892
0.208344444444444,3.891
0.211122222222222,3.889
0.2139,3.888
0.216677777777778,3.887
0.219455555555556,3.885
0.222233333333333,3.884
0.225011111111111,3.883
0.227788888888889,3.881
0.230566666666667,3.88
0.233344444444444,3.879
0.236122222222222,3.877
0.2389,3.876
0.241677777777778,3.875
0.244455555555556,3.873
0.247233333333333,3.872
0.250011111111111,3.871
0.252788888888889,3.869
0.255566666666667,3.868
0.258344444444444,3.867
0.261122222222222,3.865
0.2639,3.864
0.266677777777778,3.863
0.269455555555556,3.861
0.272233333333333,3.86
0.275011111111111,3.859
0.277788888888889,3.857
0.280566666666667,3.856
0.283344444444444,3.855
0.286122222222222,3.854
0.2889,3.852
0.291677777777778,3.851
0.294455555555556,3.85
0.297233333333333,3.849
0.300011111111111,3.847
0.302788888888889,3.846
0.305566666666667,3.845
0.308344444444444,3.844
0.311122222222222,3.842
0.3139,3.841
0.316677777777778,3.84
0.319455555555556,3.839
0.322233333333333,3.837
0.325011111111111,3.836
0.327788888888889,3.835
0.330566666666667,3.834
0.333344444444444,3.832
0.336122222222222,3.831
0.3389,3.83
0.341677777777778,3.829
0.344455555555556,3.827
0.347233333333333,3.826
0.350011111111111,3.825
0.352788888888889,3.824
0.355566666666667,3.823
0.358344444444444,3.822
0.361122222222222,3.82
0.3639,3.819
0.366677777777778,3.818
0.369455555555556,3.817
0.372233333333333,3.815
0.375011111111111,3.814
0.377788888888889,3.813
0.380566666666667,3.812
0.383344444444444,3.811
0.386122222222222,3.81
0.3889,3.808
0.391677777777778,3.807
0.394455555555556,3.806
0.397233333333333,3.805
0.400011111111111,3.804
0.402788888888889,3.803
0.405566666666667,3.802
0.408344444444444,3.8
0.411122222222222,3.799
0.4139,3.798
0.416677777777778,3.797
0.419455555555556,3.796
0.422233333333333,3.795
0.425011111111111,3.794
0.427788888888889,3.792
0.430566666666667,3.792
0.433344444444444,3.79
0.436122222222222,3.789
0.4389,3.788
0.441677777777778,3.787
0.444455555555556,3.786
0.447233333333333,3.785
0.450011111111111,3.784
0.452788888888889,3.782
0.455566666666667,3.781
0.458344444444444,3.78
0.461122222222222,3.779
0.4639,3.778
0.466677777777778,3.777
0.469455555555556,3.776
0.472233333333333,3.775
0.475011111111111,3.774
0.477788888888889,3.773
0.480566666666667,3.772
0.483344444444444,3.771
0.486122222222222,3.77
0.4889,3.769
0.491677777777778,3.767
0.494455555555556,3.766
0.497233333333333,3.765
0.500011111111111,3.764
0.502788888888889,3.763
0.505566666666667,3.762
0.508344444444444,3.761
0.511122222222222,3.76
0.5139,3.759
0.516677777777778,3.758
0.519455555555556,3.757
0.522233333333333,3.756
0.525011111111111,3.755
0.527788888888889,3.754
0.530566666666667,3.753
0.533344444444444,3.752
0.536122222222222,3.751
0.5389,3.75
0.541677777777778,3.749
0.544455555555556,3.748
0.547233333333333,3.747
0.550011111111111,3.746
0.552788888888889,3.745
0.555566666666667,3.744
0.558344444444444,3.743
0.561122222222222,3.742
0.5639,3.741
0.566677777777778,3.74
0.569455555555555,3.739
0.572233333333333,3.738
0.575011111111111,3.737
0.577788888888889,3.736
0.580566666666667,3.735
0.583344444444444,3.734
0.586122222222222,3.733
0.5889,3.732
0.591677777777778,3.731
0.594455555555556,3.73
0.597233333333333,3.729
0.600011111111111,3.728
0.602788888888889,3.727
0.605566666666667,3.726
0.608344444444444,3.725
0.611122222222222,3.724
0.6139,3.724
0.616677777777778,3.723
0.619455555555556,3.722
0.622233333333333,3.721
0.625011111111111,3.72
0.627788888888889,3.719
0.630566666666667,3.718
0.633344444444444,3.717
0.636122222222222,3.716
0.6389,3.715
0.641677777777778,3.714
0.644455555555556,3.713
0.647233333333333,3.712
0.650011111111111,3.712
0.652788888888889,3.71
0.655566666666667,3.71
0.658344444444444,3.709
0.661122222222222,3.708
0.6639,3.707
0.666677777777778,3.706
0.669455555555556,3.705
0.672233333333333,3.704
0.675011111111111,3.703
0.677788888888889,3.703
0.680566666666667,3.702
0.683344444444444,3.701
0.686122222222222,3.7
0.6889,3.699
0.691677777777778,3.698
0.694455555555555,3.697
0.697233333333333,3.696
0.700011111111111,3.696
0.702788888888889,3.695
0.705566666666667,3.694
0.708344444444444,3.693
0.711122222222222,3.692
0.7139,3.691
0.716677777777778,3.69
0.719455555555556,3.69
0.722233333333333,3.689
0.725011111111111,3.688
0.727788888888889,3.687
0.730566666666667,3.686
0.733344444444444,3.685
0.736122222222222,3.684
