time,voltage
1.11111111111111e-05,4.07
0.0027888888888888,4.022
0.0055666666666666,4.005
0.0083444444444444,3.992
0.0111222222222222,3.981
0.0139,3.971
0.0166777777777778,3.963
0.0194555555555556,3.955
0.0222333333333333,3.948
0.0250111111111111,3.942
0.0277888888888889,3.936
0.0305666666666667,3.93
0.0333444444444444,3.925
0.0361222222222222,3.921
0.0389,3.916
0.0416777777777778,3.912
0.0444555555555556,3.908
0.0472333333333333,3.903
0.0500111111111111,3.9
0.0527888888888889,3.896
0.0555666666666667,3.893
0.0583444444444444,3.889
0.0611222222222222,3.886
0.0639,3.883
0.0666777777777778,3.879
0.0694555555555555,3.876
0.0722333333333333,3.873
0.0750111111111111,3.87
0.0777888888888889,3.867
0.0805666666666667,3.864
0.0833444444444444,3.862
0.0861222222222222,3.859
0.0889,3.856
0.0916777777777778,3.853
0.0944555555555556,3.851
0.0972333333333333,3.848
0.100011111111111,3.845
0.102788888888889,3.843
0.105566666666667,3.84
0.108344444444444,3.838
0.111122222222222,3.835
0.1139,3.833
0.116677777777778,3.83
0.119455555555556,3.828
0.122233333333333,3.825
0.125011111111111,3.823
0.127788888888889,3.82
0.130566666666667,3.818
0.133344444444444,3.816
0.136122222222222,3.813
0.1389,3.811
0.141677777777778,3.808
0.144455555555556,3.806
0.147233333333333,3.804
0.150011111111111,3.802
0.152788888888889,3.799
0.155566666666667,3.797
0.158344444444444,3.795
0.161122222222222,3.792
0.1639,3.79
0.166677777777778,3.788
0.169455555555556,3.786
0.172233333333333,3.784
0.175011111111111,3.781
0.177788888888889,3.779
0.180566666666667,3.777
0.183344444444444,3.775
0.186122222222222,3.773
0.1889,3.771
0.191677777777778,3.768
0.194455555555556,3.766
0.197233333333333,3.764
0.200011111111111,3.762
0.202788888888889,3.76
0.205566666666667,3.758
0.208344444444444,3.755
0.211122222222222,3.753
0.2139,3.751
0.216677777777778,3.749
0.219455555555556,3.747
0.222233333333333,3.745
0.225011111111111,3.743
0.227788888888889,3.741
0.230566666666667,3.739
0.233344444444444,3.737
0.236122222222222,3.735
0.2389,3.733
0.241677777777778,3.731
0.244455555555556,3.729
0.247233333333333,3.727
0.250011111111111,3.725
0.252788888888889,3.723
0.255566666666667,3.721
0.258344444444444,3.719
0.261122222222222,3.717
0.2639,3.715
0.266677777777778,3.713
0.269455555555556,3.711
0.272233333333333,3.709
0.275011111111111,3.707
0.277788888888889,3.705
0.280566666666667,3.703
0.283344444444444,3.701
0.286122222222222,3.7
0.2889,3.698
0.291677777777778,3.696
0.294455555555556,3.694
0.297233333333333,3.692
0.300011111111111,3.69
0.302788888888889,3.688
0.305566666666667,3.686
0.308344444444444,3.684
0.311122222222222,3.683
0.3139,3.681
0.316677777777778,3.679
0.319455555555556,3.677
0.322233333333333,3.675
0.325011111111111,3.674
0.327788888888889,3.672
0.330566666666667,3.67
0.333344444444444,3.668
0.336122222222222,3.667
0.3389,3.665
0.341677777777778,3.663
0.344455555555556,3.661
0.347233333333333,3.659
0.350011111111111,3.658
0.352788888888889,3.656
0.355566666666667,3.654
0.358344444444444,3.652
0.361122222222222,3.651
0.3639,3.649
0.366677777777778,3.647
0.369455555555556,3.646
0.372233333333333,3.644
0.375011111111111,3.642
0.377788888888889,3.64
0.380566666666667,3.639
0.383344444444444,3.637
0.386122222222222,3.635
0.3889,3.634
0.391677777777778,3.632
0.394455555555556,3.63
0.397233333333333,3.629
0.400011111111111,3.627
0.402788888888889,3.625
0.405566666666667,3.624
0.408344444444444,3.622
0.411122222222222,3.62
0.4139,3.619
0.416677777777778,3.617
0.419455555555556,3.616
0.422233333333333,3.614
0.425011111111111,3.612
0.427788888888889,3.611
0.430566666666667,3.609
0.433344444444444,3.608
0.436122222222222,3.606
0.4389,3.605
0.441677777777778,3.603
0.444455555555556,3.602
0.447233333333333,3.6
0.450011111111111,3.598
0.452788888888889,3.597
0.455566666666667,3.595
0.458344444444444,3.594
0.461122222222222,3.592
0.4639,3.591
0.466677777777778,3.589
0.469455555555556,3.588
0.472233333333333,3.586
0.475011111111111,3.585
0.477788888888889,3.583
0.480566666666667,3.582
0.483344444444444,3.58
0.486122222222222,3.579
0.4889,3.577
0.491677777777778,3.576
0.494455555555556,3.574
0.497233333333333,3.573
0.500011111111111,3.571
0.502788888888889,3.57
0.505566666666667,3.568
0.508344444444444,3.567
0.511122222222222,3.566
0.5139,3.564
0.516677777777778,3.563
0.519455555555556,3.561
0.522233333333333,3.56
0.525011111111111,3.558
0.527788888888889,3.557
0.530566666666667,3.556
0.533344444444444,3.554
0.536122222222222,3.553
0.5389,3.551
0.541677777777778,3.55
0.544455555555556,3.549
0.547233333333333,3.547
0.550011111111111,3.546
0.552788888888889,3.544
0.555566666666667,3.543
0.558344444444444,3.541
0.561122222222222,3.54
0.5639,3.539
0.566677777777778,3.537
0.569455555555555,3.536
